"global_id";"ObjectName";"NameWinter";"PhotoWinter";"AdmArea";"District";"Address";"Email";"WebSite";"HelpPhone";"HelpPhoneExtension";"WorkingHoursWinter";"ClarificationOfWorkingHoursWinter";"PropertyType";"DepartamentalAffiliationType";"HasEquipmentRental";"EquipmentRentalComments";"HasTechService";"TechServiceComments";"HasDressingRoom";"HasEatery";"HasToilet";"HasWifi";"HasCashMachine";"HasFirstAidPost";"HasMusic";"UsagePeriodWinter";"Status";"DimensionsWinter";"Lighting";"SurfaceTypeWinter";"Seats";"Paid";"PaidComments";"DisabilityFriendly";"ServicesWinter";"geoData";"geodata_center";"geoarea";
"1266753467";"Дворовая территория";"каток с натуральным льдом";"6c04338d-513e-49b1-96f8-f06af7651cae";"Северо-Восточный административный округ";"район Марьина Роща";"Октябрьская улица, дом 91А";"mrospr@svao.mos.ru";"marina-roscha.mos.ru";"(495) 602-64-67";"";"понедельник 08:00-22:00,вторник 08:00-22:00,среда 08:00-22:00,четверг 08:00-22:00,пятница 08:00-22:00,суббота 08:00-22:00,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"";"да";"нет";"нет";"нет";"нет";"нет";"да";"01.12-31.03";"функционирует";"348 25 15.3   ";"смешанное освещение";"натуральный лед";"0";"бесплатно";"";"частично приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.6116196829064,55.7974383755617],""type"":""Point""}";"";"";
"1266753472";"Дворовая территория";"каток с натуральным льдом";"be1f5739-f0dd-4e57-8d9a-1d909d171860";"Северо-Восточный административный округ";"район Северный";"Челобитьевское шоссе, дом 14, корпус 1";"sevspr@mos.ru";"severny.mos.ru";"(499) 767-68-65";"";"понедельник 08:00-22:00,вторник 08:00-22:00,среда 08:00-22:00,четверг 08:00-22:00,пятница 08:00-22:00,суббота 08:00-22:00,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"функционирует";"680 34 20   ";"освещение газоразрядными лампами";"натуральный лед";"0";"бесплатно";"";"частично приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.5515228948943,55.913029742698],""type"":""Point""}";"";"";
"1266753474";"Дворовая территория";"каток с искусственным льдом";"b181bb7c-2ad4-42ae-95a0-b0d3151039f4";"Северо-Восточный административный округ";"район Северный";"Челобитьевское шоссе, дом 2, корпус 1";"sevspr@mos.ru";"severny.mos.ru";"(499) 767-68-65";"";"понедельник 08:00-22:00,вторник 08:00-22:00,среда 08:00-22:00,четверг 08:00-22:00,пятница 08:00-22:00,суббота 08:00-22:00,воскресенье закрыто";"";"государственная региональная";"региональная";"да";"коньки ледовые для катания на коньках, прокат, 8 шт., зима ";"нет";"";"да";"да";"да";"нет";"нет";"да";"да";"01.11-31.03";"функционирует";"800 40 20   ";"освещение газоразрядными лампами";"искусственный лед";"0";"бесплатно";"";"частично приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.5480837947129,55.9160169840624],""type"":""Point""}";"";"";
"1266753475";"Дворовая территория";"каток с натуральным льдом";"8a6bcd2f-982b-4b96-99b9-69c4cc53dfc4";"Северо-Восточный административный округ";"район Северный";"Дмитровское шоссе, дом 165Д, корпус 6";"Sev-Spr@mos.ru";"severny.mos.ru";"(499) 767-68-65";"";"понедельник 08:00-22:00,вторник 08:00-22:00,среда 08:00-22:00,четверг 08:00-22:00,пятница 08:00-22:00,суббота 08:00-22:00,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"функционирует";"525 35 15   ";"освещение светодиодными лампами";"натуральный лед";"0";"бесплатно";"";"частично приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.5425333010461,55.9232348547863],""type"":""Point""}";"";"";
"1266753476";"Дворовая территория";"каток с искусственным льдом";"ef44ebc7-1c47-4284-b7b7-14010bf79280";"Северо-Восточный административный округ";"район Северный";"Челобитьевское шоссе, дом 14, корпус 3";"Sev-Spr@mos.ru";"severny.mos.ru";"(499) 767-66-44";"";"понедельник 10:00-22:00,вторник 10:00-22:00,среда 10:00-22:00,четверг 10:00-22:00,пятница 10:00-22:00,суббота 10:00-22:00,воскресенье закрыто";"";"государственная региональная";"региональная";"да";"коньки ледовые для катания на коньках, прокат, 10 шт., зима ";"нет";"";"да";"да";"да";"нет";"нет";"да";"да";"01.11-31.03";"функционирует";"800 40 20   ";"смешанное освещение";"искусственный лед";"0";"бесплатно";"";"частично приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.5547321755185,55.9123000063249],""type"":""Point""}";"";"";
"1266753478";"Дворовая территория";"каток с натуральным льдом";"5e2335d5-daea-47aa-a04b-889a37e9c12a";"Северо-Восточный административный округ";"район Северный";"7-я Северная линия, дом 13, строение 1";"sevspr@mos.ru";"severny.mos.ru";"(499) 767-68-65";"";"понедельник 08:00-22:00,вторник 08:00-22:00,среда 08:00-22:00,четверг 08:00-22:00,пятница 08:00-22:00,суббота 08:00-22:00,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"функционирует";"1456 56 26   ";"освещение светодиодными лампами";"натуральный лед";"0";"бесплатно";"мини-футбол, ОФП";"частично приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.5506136717129,55.9376015246062],""type"":""Point""}";"";"";
"1266753487";"Дворовая территория";"каток с натуральным льдом";"45673e16-4057-48ae-b557-8c2f08e4ee32";"Северо-Восточный административный округ";"Бутырский район";"улица Яблочкова, дом 35А";"butspr@mos.ru";"butyrsky.mos.ru";"(495) 619-80-47";"";"понедельник 08:00-23:00,вторник 08:00-23:00,среда 08:00-23:00,четверг 08:00-23:00,пятница 08:00-23:00,суббота 08:00-23:00,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"функционирует";"450 30 15   ";"освещение светодиодными лампами";"натуральный лед";"0";"бесплатно";"";"частично приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.5780245192859,55.8258956931794],""type"":""Point""}";"";"";
"1266753488";"Дворовая территория";"каток с натуральным льдом";"19381f38-a5df-4cc7-939c-e13619ac6317";"Северо-Восточный административный округ";"Бутырский район";"улица Руставели, дом 17";"bytirskidez@yandex.ru";"dez-butyrskiy.ru/";"(495) 610-42-01";"";"понедельник 08:00-22:00,вторник 08:00-22:00,среда 08:00-22:00,четверг 08:00-22:00,пятница 08:00-22:00,суббота 08:00-22:00,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"функционирует";"495 33 15   ";"освещение светодиодными лампами";"натуральный лед";"0";"бесплатно";"";"частично приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.5990363152281,55.814470599527],""type"":""Point""}";"";"";
"1266753489";"Дворовая территория";"каток с натуральным льдом";"fcc8364f-5a51-484d-8bd9-be1f64ff0139";"Северо-Восточный административный округ";"Бутырский район";"улица Милашенкова, дом 12В";"butspr@mos.ru";"dez-butyrskiy.ru/";"(495) 619-80-47";"";"понедельник 08:00-23:00,вторник 08:00-23:00,среда 08:00-23:00,четверг 08:00-23:00,пятница 08:00-23:00,суббота 08:00-23:00,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"функционирует";"700 35 20   ";"освещение газоразрядными лампами";"натуральный лед";"0";"бесплатно";"";"частично приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.5838597011993,55.8274928061413],""type"":""Point""}";"";"";
"1266753490";"Дворовая территория";"каток с натуральным льдом";"ee714b95-ad7a-4f16-9cc3-91ad21e0e8ba";"Северо-Восточный административный округ";"Бутырский район";"улица Добролюбова, дом 19";"butspr@mos.ru";"butyrsky.mos.ru";"(495) 619-80-47";"";"понедельник 08:00-22:00,вторник 08:00-22:00,среда 08:00-22:00,четверг 08:00-22:00,пятница 08:00-22:00,суббота 08:00-22:00,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"функционирует";"260 20 13   ";"освещение светодиодными лампами";"натуральный лед";"0";"бесплатно";"";"частично приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.5911803406011,55.8177244920987],""type"":""Point""}";"";"";
"1266753491";"Дворовая территория";"каток с натуральным льдом";"740bba92-a882-47b7-8555-2ddd3218f8b8";"Северо-Восточный административный округ";"Бутырский район";"улица Милашенкова, дом 16";"butspr@mos.ru";"butyrsky.mos.ru";"(495) 619-80-47";"";"понедельник 08:00-22:00,вторник 08:00-22:00,среда 08:00-22:00,четверг 08:00-22:00,пятница 08:00-22:00,суббота 08:00-22:00,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"";"да";"нет";"нет";"нет";"нет";"нет";"нет";"09.12-31.03";"функционирует";"800 40 20   ";"освещение газоразрядными лампами";"натуральный лед";"0";"бесплатно";"";"частично приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.5803938145799,55.8296846045617],""type"":""Point""}";"";"";
"1266753494";"Спортивный комплекс образовательного учреждения";"каток с натуральным льдом";"0ab5798b-e55d-4334-86ff-856057e81a05";"Северо-Восточный административный округ";"район Бибирево";"Шенкурский проезд, дом 15";"953@edu.mos.ru";"co953sv.mskobr.ru";"(499) 909-18-00";"";"понедельник 08:00-21:00,вторник 08:00-21:00,среда 08:00-21:00,четверг 08:00-21:00,пятница 08:00-21:00,суббота 08:00-21:00,воскресенье 08:00-21:00";"";"государственная региональная";"региональная";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"да";"нет";"01.12-31.03";"функционирует";"435 29 15   ";"освещение светодиодными лампами";"натуральный лед";"0";"бесплатно";"";"не приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.589547400754,55.896799567862],""type"":""Point""}";"";"";
"1266753495";"Дворовая территория";"каток с натуральным льдом";"5c3ce7b1-6e88-4bf9-9822-2d73c39800a2";"Западный административный округ";"район Дорогомилово";"площадь Победы, дом 2, корпус 2";"Uprava.dorogomilovo@mos.ru";"dorogomilovo.mos.ru/";"(499) 249-01-11";"";"понедельник 07:00-23:00,вторник 07:00-23:00,среда 07:00-23:00,четверг 07:00-23:00,пятница 07:00-23:00,суббота 07:00-23:00,воскресенье 07:00-23:00";"";"государственная региональная";"региональная";"нет";"";"нет";"";"да";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"функционирует";"648 36 18   ";"освещение светодиодными лампами";"натуральный лед";"0";"бесплатно";"";"частично приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.519228600224,55.7380777991989],""type"":""Point""}";"";"";
"1266753496";"Дворовая территория";"каток с натуральным льдом";"10956c1c-d24f-4713-a96b-b0a1169dd2a4";"Северо-Восточный административный округ";"Бутырский район";"улица Милашенкова, дом 12А";"butspr@mos.ru";"butyrsky.mos.ru/";"(495) 619-80-47";"";"понедельник 08:00-23:00,вторник 08:00-23:00,среда 08:00-23:00,четверг 08:00-23:00,пятница 08:00-23:00,суббота 08:00-23:00,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"";"да";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"функционирует";"1650 55 30   ";"освещение светодиодными лампами";"натуральный лед";"0";"бесплатно";"";"частично приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.5842904455195,55.8283892037034],""type"":""Point""}";"";"";
"1266753497";"Спортивный комплекс образовательного учреждения";"каток с натуральным льдом";"125c8aaa-a96c-4cc6-8282-6ccedde1224d";"Юго-Западный административный округ";"район Котловка";"улица Ремизова, дом 12";"626@edu.mos.ru";"sch626uz.mskobr.ru/";"(499) 127-48-74";"";"понедельник 08:00-22:00,вторник 08:00-22:00,среда 08:00-22:00,четверг 08:00-22:00,пятница 08:00-22:00,суббота 08:00-22:00,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"функционирует";"1620 60 27   ";"освещение газоразрядными лампами";"натуральный лед";"0";"бесплатно";"";"не приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.601096524507,55.675030197945],""type"":""Point""}";"";"";
"1266753498";"Дворовая территория";"каток с натуральным льдом";"a2a884ed-0bae-4aec-b137-70cef171ad08";"Западный административный округ";"район Дорогомилово";"площадь Победы, дом 1, корпус Д";"Uprava.dorogomilovo@mos.ru";"dorogomilovo.info";"(499) 249-01-11";"";"понедельник 07:00-23:00,вторник 07:00-23:00,среда 07:00-23:00,четверг 07:00-23:00,пятница 07:00-23:00,суббота 07:00-23:00,воскресенье 07:00-23:00";"";"государственная региональная";"региональная";"нет";"";"нет";"";"да";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"функционирует";"756 36 21   ";"освещение светодиодными лампами";"натуральный лед";"0";"бесплатно";"";"частично приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.5201424782367,55.7349980362836],""type"":""Point""}";"";"";
"1266753500";"Дворовая территория";"каток с натуральным льдом";"45087b82-c1e0-4f4d-9ffe-d841e0cac4cf";"Западный административный округ";"район Дорогомилово";"набережная Тараса Шевченко, дом 1";"Uprava.dorogomilovo@mos.ru";"dorogomilovo.mos.ru/";"(499) 249-01-11";"";"понедельник 07:00-23:00,вторник 07:00-23:00,среда 07:00-23:00,четверг 07:00-23:00,пятница 07:00-23:00,суббота 07:00-23:00,воскресенье 07:00-23:00";"";"государственная региональная";"региональная";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"функционирует";"720 36 20   ";"освещение светодиодными лампами";"натуральный лед";"0";"бесплатно";"";"частично приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.571075019226,55.747201580322],""type"":""Point""}";"";"";
"1266753505";"Парк народный «Сосны»";"каток с натуральным льдом";"6761710c-16dc-417d-b6e0-a6da4e785b8d";"Троицкий административный округ";"поселение Новофедоровское";"деревня Яковлевское, дом 17";"gbutinao@mail.ru";"tinao.mos.ru/housing-and-communal-services-and-improvement/state-budget-institution-the-moscow-city-directorate-of-the-maintenance-of-the-territories-of-the-gr.php";"(495) 536-36-10";"";"понедельник 08:00-23:00,вторник 08:00-23:00,среда 08:00-23:00,четверг 08:00-23:00,пятница 08:00-23:00,суббота 08:00-23:00,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"";"да";"нет";"да";"нет";"нет";"нет";"нет";"01.12-31.03";"функционирует";"1776 60 29.6   ";"освещение газоразрядными лампами";"натуральный лед";"0";"бесплатно";"";"";"[общая физическая подготовка, хоккей]";"{""coordinates"":[36.9420407258615,55.4669598505807],""type"":""Point""}";"";"";
"1266753508";"Дворовая территория";"каток с натуральным льдом";"3f936ed8-2ff6-4359-ba37-134020caf5e2";"Юго-Западный административный округ";"район Коньково";"улица Академика Волгина, дом 31, корпус 3";"Uzao-konkovo@mos.ru";"konkovo.mos.ru";"(495) 420-94-85";"";"понедельник 08:00-21:00,вторник 08:00-21:00,среда 08:00-21:00,четверг 08:00-21:00,пятница 08:00-22:00,суббота 08:00-22:00,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"функционирует";"748 44 17   ";"смешанное освещение";"натуральный лед";"30";"бесплатно";"";"не приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.5102797884418,55.6430343973623],""type"":""Point""}";"";"";
"1266753509";"Дворовая территория";"каток с натуральным льдом";"56d49f50-1328-4d61-8812-9ea6a5c88f60";"Юго-Западный административный округ";"район Коньково";"улица Академика Капицы, дом 20";"Uzao-konkovo@mos.ru";"konkovo.mos.ru";"(495) 420-94-85";"";"понедельник 08:00-21:00,вторник 08:00-21:00,среда 08:00-21:00,четверг 08:00-21:00,пятница 08:00-21:00,суббота 08:00-22:00,воскресенье 08:00-22:00";"";"государственная региональная";"региональная";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"функционирует";"528 33 16   ";"без дополнительного освещения";"натуральный лед";"0";"бесплатно";"";"не приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.5253689268751,55.6265119230606],""type"":""Point""}";"";"";
"1266753511";"Дворовая территория";"каток с натуральным льдом";"19f19e69-d5ca-462b-9c29-b4eebf07e772";"Юго-Западный административный округ";"район Коньково";"улица Миклухо-Маклая, дом 29, корпус 1";"Uzao-konkovo@mos.ru";"konkovo.mos.ru";"(495) 420-94-85";"";"понедельник 08:00-21:00,вторник 08:00-21:00,среда 08:00-21:00,четверг 08:00-21:00,пятница 08:00-21:00,суббота 08:00-22:00,воскресенье 08:00-22:00";"";"государственная региональная";"региональная";"нет";"";"нет";"";"да";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"функционирует";"1428 51 28   ";"освещение светодиодными лампами";"натуральный лед";"40";"бесплатно";"";"не приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.5201179756281,55.6472568191234],""type"":""Point""}";"";"";
"1266753514";"Спортивный комплекс образовательного учреждения";"каток с натуральным льдом";"929fde9d-1d21-4d1b-8095-5ae153fa9cac";"Северо-Восточный административный округ";"Лосиноостровский район";"Норильская улица, дом 4";"1381@edu.mos.ru";"sch1381.mskobr.ru/";"(499) 184-59-60";"";"понедельник 08:00-21:00,вторник 08:00-21:00,среда 08:00-21:00,четверг 08:00-21:00,пятница 08:00-21:00,суббота 08:00-21:00,воскресенье 08:00-21:00";"";"государственная региональная";"региональная";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"да";"нет";"01.12-31.03";"функционирует";"700 38 19   ";"освещение газоразрядными лампами";"натуральный лед";"0";"бесплатно";"";"не приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.697085693348,55.876718450255],""type"":""Point""}";"";"";
"1266753517";"Дворовая территория";"каток с натуральным льдом";"68899971-d1cb-45ad-ba73-7f295ace43bf";"Юго-Западный административный округ";"район Коньково";"Профсоюзная улица, дом 116, корпус 1";"Uzao-konkovo@mos.ru";"konkovo.mos.ru";"(495) 420-94-85";"";"понедельник 08:00-21:00,вторник 08:00-21:00,среда 08:00-21:00,четверг 08:00-21:00,пятница 08:00-21:00,суббота 10:00-23:00,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"функционирует";"786 39.3 20   ";"смешанное освещение";"натуральный лед";"0";"бесплатно";"";"не приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.5197143286376,55.638626654913],""type"":""Point""}";"";"";
"1266753522";"Дворовая территория";"каток с натуральным льдом";"4588d9bf-f190-4edd-86be-c1e86cec70c0";"Юго-Западный административный округ";"район Коньково";"улица Академика Капицы, дом 34/121";"Uzao-konkovo@mos.ru";"konkovo.mos.ru";"(495) 420-94-85";"";"понедельник 08:00-21:00,вторник 08:00-21:00,среда 08:00-21:00,четверг 08:00-21:00,пятница 08:00-21:00,суббота 08:00-22:00,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"функционирует";"454.5 30.3 15   ";"смешанное освещение";"натуральный лед";"0";"бесплатно";"";"не приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.5184401180332,55.6284111825838],""type"":""Point""}";"";"";
"1266753523";"Дворовая территория";"каток с натуральным льдом";"6ea2e92d-0939-40ec-8bc0-05a859463f90";"Юго-Западный административный округ";"район Коньково";"Профсоюзная улица, дом 93, корпус 2";"Uzao-konkovo@mos.ru";"konkovo.mos.ru";"(495) 420-94-85";"";"понедельник 08:00-21:00,вторник 08:00-21:00,среда 08:00-21:00,четверг 08:00-21:00,пятница 08:00-21:00,суббота 09:00-23:00,воскресенье 09:00-23:00";"";"государственная региональная";"региональная";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"функционирует";"495 33 15   ";"смешанное освещение";"натуральный лед";"30";"бесплатно";"";"не приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.5275951175483,55.6390857140428],""type"":""Point""}";"";"";
"1266753525";"Дворовая территория";"каток с натуральным льдом";"0e0580cd-412f-4bd4-b6be-231651ad4bcd";"Юго-Западный административный округ";"район Коньково";"улица Миклухо-Маклая, дом 22";"Uzao-konkovo@mos.ru";"konkovo.mos.ru";"(495) 420-94-85";"";"понедельник 08:00-21:00,вторник 08:00-21:00,среда 08:00-21:00,четверг 08:00-21:00,пятница 08:00-21:00,суббота 08:00-22:00,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"";"да";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"функционирует";"1404 52 27   ";"освещение лампами накаливания";"натуральный лед";"20";"бесплатно";"";"не приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.5224161519117,55.6422277821973],""type"":""Point""}";"";"";
"1266753526";"Дворовая территория";"каток с натуральным льдом";"84caf95a-1de0-4f06-a3af-cb0f68269264";"Юго-Западный административный округ";"район Коньково";"Профсоюзная улица, дом 88/20";"Uzao-konkovo@mos.ru";"konkovo.mos.ru";"(495) 420-94-85";"";"понедельник 08:00-21:00,вторник 08:00-21:00,среда 08:00-21:00,четверг 08:00-21:00,пятница 08:00-23:00,суббота 08:00-23:00,воскресенье 08:00-23:00";"";"государственная региональная";"региональная";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"функционирует";"800 40 20   ";"смешанное освещение";"натуральный лед";"0";"бесплатно";"";"не приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.5286230369682,55.6498573253364],""type"":""Point""}";"";"";
"1266753527";"Дворовая территория";"каток с натуральным льдом";"01edcdcb-e8c6-4fcf-b1ef-2eaed7a11d0b";"Юго-Западный административный округ";"район Коньково";"улица Генерала Антонова, дом 5, корпус 4";"Uzao-konkovo@mos.ru";"konkovo.mos.ru";"(495) 420-94-85";"";"понедельник 08:00-21:00,вторник 08:00-21:00,среда 08:00-21:00,четверг 08:00-21:00,пятница 08:00-21:00,суббота 08:00-22:00,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"функционирует";"1147.5 51 22.5   ";"без дополнительного освещения";"натуральный лед";"0";"бесплатно";"";"не приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.5373132504309,55.6464740339044],""type"":""Point""}";"";"";
"1266753528";"Дворовая территория";"каток с натуральным льдом";"e15c8774-6a5a-4905-acb2-731c3ec3c9d5";"Юго-Западный административный округ";"район Коньково";"улица Островитянова, дом 31";"Uzao-konkovo@mos.ru";"konkovo.mos.ru";"(495) 420-94-85";"";"понедельник 08:00-22:00,вторник 08:00-22:00,среда 08:00-22:00,четверг 08:00-22:00,пятница 08:00-22:00,суббота 08:00-22:00,воскресенье 08:00-22:00";"";"государственная региональная";"региональная";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"функционирует";"1246 44.5 28   ";"смешанное освещение";"натуральный лед";"0";"бесплатно";"";"не приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.5241965131647,55.6347063905865],""type"":""Point""}";"";"";
"1266753529";"Дворовая территория";"каток с натуральным льдом";"39ac032d-ed8b-4cb1-9a5c-d91d2a80fadd";"Юго-Восточный административный округ";"район Текстильщики";"Саратовская улица, дом 18/10";"sportidosug@mail.ru";"tekstilschiky.mos.ru/";"(499) 176-81-78";"";"понедельник 08:00-22:00,вторник 08:00-22:00,среда 08:00-22:00,четверг 08:00-22:00,пятница 08:00-22:00,суббота 08:00-22:00,воскресенье 08:00-22:00";"";"государственная региональная";"региональная";"нет";"";"нет";"Спортивная площадка для игры в мини-футбол, баскетбол, хоккей";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.11-31.03";"функционирует";"330 33 10   ";"смешанное освещение";"натуральный лед";"0";"бесплатно";"";"не приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.7413791067603,55.7154678387956],""type"":""Point""}";"";"";
"1266753530";"Дворовая территория";"каток с натуральным льдом";"c13c8b66-5ff2-4e2f-88c4-61b55f36ef61";"Юго-Восточный административный округ";"район Текстильщики";"Люблинская улица, дом 5, корпус 7";"sportidosug@mail.ru";"tekstilschiky.mos.ru";"(499) 177-80-01";"";"понедельник 08:00-22:00,вторник 08:00-22:00,среда 08:00-22:00,четверг 08:00-22:00,пятница 08:00-22:00,суббота 08:00-22:00,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"Спортивная площадка для игры в мини-футбол, баскетбол, хоккей";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.11-31.03";"функционирует";"504 31.5 16   ";"смешанное освещение";"натуральный лед";"0";"бесплатно";"";"частично приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.7329139480233,55.7169529965343],""type"":""Point""}";"";"";
"1266753531";"Дворовая территория";"каток с натуральным льдом";"244b9e24-5b31-48e5-8d21-542e92d31fa7";"Юго-Восточный административный округ";"район Текстильщики";"улица Малышева, дом 2";"upr_tekstil@uvao.mos.ru";"tekstilschiky.mos.ru/";"(499) 176-81-78";"";"понедельник 08:00-22:00,вторник 08:00-22:00,среда 08:00-22:00,четверг 08:00-22:00,пятница 08:00-22:00,суббота 08:00-22:00,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"Спортивная площадка для игры в мини-футбол, баскетбол";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.11-31.03";"функционирует";"288 24 12   ";"смешанное освещение";"натуральный лед";"0";"бесплатно";"";"частично приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.7402476422067,55.7036659120169],""type"":""Point""}";"";"";
"1266753532";"Дворовая территория";"каток с натуральным льдом";"082028a5-4c63-4ded-958b-d8d51a1e8acc";"Юго-Восточный административный округ";"район Текстильщики";"8-я улица Текстильщиков, дом 3А";"sportidosug@mail.ru";"tekstilschiky.mos.ru/";"(499) 176-81-78";"";"понедельник 08:00-22:00,вторник 08:00-22:00,среда 08:00-22:00,четверг 08:00-22:00,пятница 08:00-22:00,суббота 08:00-22:00,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"Спортивная площадка для игры в мини-футбол, баскетбол, хоккей";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.11-31.03";"функционирует";"288 24 12   ";"смешанное освещение";"натуральный лед";"0";"бесплатно";"";"не приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.7400861401664,55.7055549361577],""type"":""Point""}";"";"";
